team,venue_id,venue_name,distance_km,timezone_delta,travel_fatigue_index,altitude_delta_m,eastward_penalty
Panama,5,Guadalajara Stadium,2866.78,-2,15.923,1566.0,0
Panama,6,Houston Stadium,2834.83,-1,7.95,15.0,0
Panama,7,Kansas City Stadium,3660.57,-1,8.206,273.0,0
Panama,8,Los Angeles Stadium,4831.46,-3,25.449,247.0,0
Panama,9,Mexico City Stadium,2404.44,-2,15.571,2287.0,0
Panama,10,Miami Stadium,1869.2,0,0.0,12.0,0
Panama,11,Monterrey Stadium,2877.39,-2,15.93,549.0,0
Panama,12,New York/New Jersey Stadium,3579.86,0,0.0,9.0,0
Panama,13,Philadelphia Stadium,3469.23,0,0.0,1.0,0
Panama,14,San Francisco Bay Area Stadium,5297.4,-3,25.725,1.0,0
Panama,15,Seattle Stadium,5876.06,-3,26.036,3.0,0
Panama,16,Toronto Stadium,3852.92,0,0.0,85.0,0
Paraguay,1,Atlanta Stadium,7149.91,-2,17.75,290.0,0
Paraguay,2,BC Place Vancouver,10512.11,-4,37.042,11.0,0
Paraguay,3,Boston Stadium,7620.53,-1,8.939,83.0,0
Paraguay,4,Dallas Stadium,7672.95,-2,17.891,149.0,0
Paraguay,5,Guadalajara Stadium,7108.63,-3,26.608,1566.0,0
Paraguay,6,Houston Stadium,7322.03,-2,17.798,15.0,0
Paraguay,7,Kansas City Stadium,8114.95,-2,18.003,273.0,0
Paraguay,8,Los Angeles Stadium,9191.13,-4,36.504,247.0,0
Paraguay,9,Mexico City Stadium,6690.6,-3,26.426,2287.0,0
Paraguay,10,Miami Stadium,6173.6,-1,8.728,12.0,0
Paraguay,11,Monterrey Stadium,7292.3,-3,26.684,549.0,0
Paraguay,12,New York/New Jersey Stadium,7542.57,-1,8.928,9.0,0
Paraguay,13,Philadelphia Stadium,7477.15,-1,8.92,1.0,0
Paraguay,14,San Francisco Bay Area Stadium,9680.91,-4,36.712,1.0,0
Paraguay,15,Seattle Stadium,10357.87,-4,36.982,3.0,0
Paraguay,16,Toronto Stadium,7978.97,-1,8.985,85.0,0
Portugal,1,Atlanta Stadium,6577.0,-5,43.957,290.0,0
Portugal,2,BC Place Vancouver,8283.78,-7,63.155,11.0,0
Portugal,3,Boston Stadium,5156.1,-4,34.193,83.0,0
Portugal,4,Dallas Stadium,7620.88,-5,44.694,149.0,0
Portugal,5,Guadalajara Stadium,8936.55,-6,54.588,1566.0,0
Portugal,6,Houston Stadium,7703.15,-5,44.748,15.0,0
Portugal,7,Kansas City Stadium,7081.78,-5,44.327,273.0,0
Portugal,8,Los Angeles Stadium,9107.65,-7,63.819,247.0,0
Portugal,9,Mexico City Stadium,8681.49,-6,54.414,2287.0,0
Portugal,10,Miami Stadium,6670.0,-4,35.222,12.0,0
Portugal,11,Monterrey Stadium,8352.65,-6,54.183,549.0,0
Portugal,12,New York/New Jersey Stadium,5423.6,-4,34.395,9.0,0
Portugal,13,Philadelphia Stadium,5546.38,-4,34.484,1.0,0
Portugal,14,San Francisco Bay Area Stadium,9115.91,-7,63.825,1.0,0
Portugal,15,Seattle Stadium,8366.81,-7,63.225,3.0,0
Portugal,16,Toronto Stadium,5729.14,-4,34.614,85.0,0
Qatar,1,Atlanta Stadium,11965.65,-9,84.509,290.0,0
Qatar,2,BC Place Vancouver,11707.14,-11,103.048,11.0,0
Qatar,3,Boston Stadium,10499.39,-8,74.073,83.0,0
Qatar,4,Dallas Stadium,12737.31,-9,85.071,149.0,0
Qatar,5,Guadalajara Stadium,14228.54,-10,95.631,1566.0,0
Qatar,6,Houston Stadium,12958.77,-9,85.226,15.0,0
Qatar,7,Kansas City Stadium,12036.9,-9,84.562,273.0,0
Qatar,8,Los Angeles Stadium,13316.05,-11,104.465,247.0,0
Qatar,9,Mexico City Stadium,14130.11,-10,95.561,2287.0,0
Qatar,10,Miami Stadium,12326.82,-8,75.357,12.0,0
Qatar,11,Monterrey Stadium,13589.84,-10,95.172,549.0,0
Qatar,12,New York/New Jersey Stadium,10769.07,-8,74.276,9.0,0
Qatar,13,Philadelphia Stadium,10904.33,-8,74.376,1.0,0
Qatar,14,San Francisco Bay Area Stadium,13011.4,-11,104.21,1.0,0
Qatar,15,Seattle Stadium,11888.27,-11,103.217,3.0,0
Qatar,16,Toronto Stadium,10864.94,-8,74.347,85.0,0
Saudi Arabia,1,Atlanta Stadium,11707.48,-9,84.313,290.0,0
Saudi Arabia,2,BC Place Vancouver,11725.59,-11,103.066,11.0,0
Saudi Arabia,3,Boston Stadium,10234.43,-8,73.869,83.0,0
Saudi Arabia,4,Dallas Stadium,12539.76,-9,84.931,149.0,0
Saudi Arabia,5,Guadalajara Stadium,14016.81,-10,95.481,1566.0,0
Saudi Arabia,6,Houston Stadium,12737.99,-9,85.072,15.0,0
Saudi Arabia,7,Kansas City Stadium,11856.16,-9,84.426,273.0,0
Saudi Arabia,8,Los Angeles Stadium,13275.62,-11,104.431,247.0,0
Saudi Arabia,9,Mexico City Stadium,13880.16,-10,95.383,2287.0,0
Saudi Arabia,10,Miami Stadium,12008.1,-8,75.147,12.0,0
Saudi Arabia,11,Monterrey Stadium,13381.05,-10,95.017,549.0,0
Saudi Arabia,12,New York/New Jersey Stadium,10506.67,-8,74.079,9.0,0
Saudi Arabia,13,Philadelphia Stadium,10641.17,-8,74.181,1.0,0
Saudi Arabia,14,San Francisco Bay Area Stadium,13006.65,-11,104.206,1.0,0
Saudi Arabia,15,Seattle Stadium,11900.07,-11,103.228,3.0,0
Saudi Arabia,16,Toronto Stadium,10638.24,-8,74.178,85.0,0
Scotland,1,Atlanta Stadium,6435.42,-6,52.618,290.0,0
Scotland,2,BC Place Vancouver,7064.09,-8,70.903,11.0,0
Scotland,3,Boston Stadium,4972.84,-5,42.56,83.0,0
Scotland,4,Dallas Stadium,7251.11,-6,53.334,149.0,0
Scotland,5,Guadalajara Stadium,8723.54,-7,63.517,1566.0,0
Scotland,6,Houston Stadium,7444.91,-6,53.493,15.0,0
Scotland,7,Kansas City Stadium,6581.86,-6,52.753,273.0,0
Scotland,8,Los Angeles Stadium,8268.17,-8,72.162,247.0,0
Scotland,9,Mexico City Stadium,8600.81,-7,63.418,2287.0,0
Scotland,10,Miami Stadium,6862.87,-5,44.17,12.0,0
Scotland,11,Monterrey Stadium,8088.15,-7,62.988,549.0,0
Scotland,12,New York/New Jersey Stadium,5240.85,-5,42.822,9.0,0
Scotland,13,Philadelphia Stadium,5376.25,-5,42.95,1.0,0
Scotland,14,San Francisco Bay Area Stadium,8138.6,-8,72.036,1.0,0
Scotland,15,Seattle Stadium,7190.3,-8,71.045,3.0,0
Scotland,16,Toronto Stadium,5345.29,-5,42.921,85.0,0
Senegal,1,Atlanta Stadium,6988.57,-5,44.261,290.0,0
Senegal,2,BC Place Vancouver,9865.01,-7,64.378,11.0,0
Senegal,3,Boston Stadium,5953.72,-4,34.768,83.0,0
Senegal,4,Dallas Stadium,8142.13,-5,45.025,149.0,0
Senegal,5,Guadalajara Stadium,9017.87,-6,54.642,1566.0,0
Senegal,6,Houston Stadium,8057.5,-5,44.972,15.0,0
Senegal,7,Kansas City Stadium,7873.05,-5,44.857,273.0,0
Senegal,8,Los Angeles Stadium,10045.4,-7,64.505,247.0,0
Senegal,9,Mexico City Stadium,8620.35,-6,54.372,2287.0,0
Senegal,10,Miami Stadium,6600.36,-4,35.18,12.0,0
Senegal,11,Monterrey Stadium,8603.05,-6,54.36,549.0,0
Senegal,12,New York/New Jersey Stadium,6151.8,-4,34.899,9.0,0
Senegal,13,Philadelphia Stadium,6228.0,-4,34.948,1.0,0
Senegal,14,San Francisco Bay Area Stadium,10250.27,-7,64.646,1.0,0
Senegal,15,Seattle Stadium,9878.26,-7,64.387,3.0,0
Senegal,16,Toronto Stadium,6638.76,-4,35.203,85.0,0
South Africa,1,Atlanta Stadium,13562.53,-8,76.121,290.0,0
South Africa,2,BC Place Vancouver,16418.82,-10,97.062,11.0,0
South Africa,3,Boston Stadium,12639.3,-7,66.113,83.0,0
South Africa,4,Dallas Stadium,14680.34,-8,76.755,149.0,0
South Africa,5,Guadalajara Stadium,15061.2,-9,86.579,1566.0,0
South Africa,6,Houston Stadium,14504.02,-8,76.658,15.0,0
South Africa,7,Kansas City Stadium,14529.9,-8,76.672,273.0,0
South Africa,8,Los Angeles Stadium,16662.28,-10,97.21,247.0,0
South Africa,9,Mexico City Stadium,14597.17,-9,86.298,2287.0,0
South Africa,10,Miami Stadium,12946.99,-7,66.281,12.0,0
South Africa,11,Monterrey Stadium,14895.45,-9,86.48,549.0,0
South Africa,12,New York/New Jersey Stadium,12833.73,-7,66.219,9.0,0
South Africa,13,Philadelphia Stadium,12904.58,-7,66.258,1.0,0
South Africa,14,San Francisco Bay Area Stadium,16926.31,-10,97.367,1.0,0
South Africa,15,Seattle Stadium,16477.32,-10,97.098,3.0,0
South Africa,16,Toronto Stadium,13324.27,-7,66.482,85.0,0
Spain,1,Atlanta Stadium,6942.1,-6,53.073,290.0,0
Spain,2,BC Place Vancouver,8414.42,-8,72.303,11.0,0
Spain,3,Boston Stadium,5497.44,-5,43.061,83.0,0
Spain,4,Dallas Stadium,7953.19,-6,53.889,149.0,0
Spain,5,Guadalajara Stadium,9307.88,-7,63.971,1566.0,0
Spain,6,Houston Stadium,8057.16,-6,53.967,15.0,0
Spain,7,Kansas City Stadium,7383.03,-6,53.442,273.0,0
Spain,8,Los Angeles Stadium,9349.06,-8,73.145,247.0,0
Spain,9,Mexico City Stadium,9073.3,-7,63.792,2287.0,0
Spain,10,Miami Stadium,7089.2,-5,44.332,12.0,0
Spain,11,Monterrey Stadium,8710.57,-7,63.507,549.0,0
Spain,12,New York/New Jersey Stadium,5768.64,-5,43.302,9.0,0
Spain,13,Philadelphia Stadium,5895.29,-5,43.41,1.0,0
Spain,14,San Francisco Bay Area Stadium,9321.96,-8,73.122,1.0,0
Spain,15,Seattle Stadium,8511.11,-8,72.394,3.0,0
Spain,16,Toronto Stadium,6039.37,-5,43.531,85.0,0
Sweden,1,Atlanta Stadium,7478.38,-7,62.439,290.0,0
Sweden,2,BC Place Vancouver,7437.37,-9,80.23,11.0,0
Sweden,3,Boston Stadium,6058.2,-6,52.256,83.0,0
Sweden,4,Dallas Stadium,8162.37,-7,63.052,149.0,0
Sweden,5,Guadalajara Stadium,9657.36,-8,73.405,1566.0,0
Sweden,6,Houston Stadium,8401.73,-7,63.254,15.0,0
Sweden,7,Kansas City Stadium,7455.66,-7,62.418,273.0,0
Sweden,8,Los Angeles Stadium,8866.5,-9,81.811,247.0,0
Sweden,9,Mexico City Stadium,9598.75,-8,73.356,2287.0,0
Sweden,10,Miami Stadium,8011.95,-6,53.933,12.0,0
Sweden,11,Monterrey Stadium,9019.28,-8,72.858,549.0,0
Sweden,12,New York/New Jersey Stadium,6314.58,-6,52.505,9.0,0
Sweden,13,Philadelphia Stadium,6448.95,-6,52.631,1.0,0
Sweden,14,San Francisco Bay Area Stadium,8647.48,-9,81.586,1.0,0
Sweden,15,Seattle Stadium,7592.82,-9,80.416,3.0,0
Sweden,16,Toronto Stadium,6332.29,-6,52.521,85.0,0
Switzerland,1,Atlanta Stadium,7469.03,-6,53.512,290.0,0
Switzerland,2,BC Place Vancouver,8304.08,-8,72.197,11.0,0
Switzerland,3,Boston Stadium,5995.11,-5,43.494,83.0,0
Switzerland,4,Dallas Stadium,8366.36,-6,54.193,149.0,0
Switzerland,5,Guadalajara Stadium,9808.3,-7,64.338,1566.0,0
Switzerland,6,Houston Stadium,8529.63,-6,54.309,15.0,0
Switzerland,7,Kansas City Stadium,7724.39,-6,53.714,273.0,0
Switzerland,8,Los Angeles Stadium,9488.51,-8,73.264,247.0,0
Switzerland,9,Mexico City Stadium,9640.93,-7,64.217,2287.0,0
Switzerland,10,Miami Stadium,7775.73,-5,44.794,12.0,0
Switzerland,11,Monterrey Stadium,9181.91,-7,63.876,549.0,0
Switzerland,12,New York/New Jersey Stadium,6268.41,-5,43.717,9.0,0
Switzerland,13,Philadelphia Stadium,6402.06,-5,43.823,1.0,0
Switzerland,14,San Francisco Bay Area Stadium,9372.42,-8,73.165,1.0,0
Switzerland,15,Seattle Stadium,8430.66,-8,72.318,3.0,0
Switzerland,16,Toronto Stadium,6439.31,-5,43.852,85.0,0
Tunisia,1,Atlanta Stadium,8199.73,-7,63.084,290.0,0
Tunisia,2,BC Place Vancouver,9395.94,-9,82.333,11.0,0
Tunisia,3,Boston Stadium,6745.24,-6,52.9,83.0,0
Tunisia,4,Dallas Stadium,9188.44,-7,63.881,149.0,0
Tunisia,5,Guadalajara Stadium,10565.74,-8,74.124,1566.0,0
Tunisia,6,Houston Stadium,9307.03,-7,63.97,15.0,0
Tunisia,7,Kansas City Stadium,8594.31,-7,63.413,273.0,0
Tunisia,8,Los Angeles Stadium,10483.53,-9,83.319,247.0,0
Tunisia,9,Mexico City Stadium,10339.67,-8,73.951,2287.0,0
Tunisia,10,Miami Stadium,8358.67,-6,54.187,12.0,0
Tunisia,11,Monterrey Stadium,9961.75,-8,73.653,549.0,0
Tunisia,12,New York/New Jersey Stadium,7017.86,-6,53.138,9.0,0
Tunisia,13,Philadelphia Stadium,7146.39,-6,53.247,1.0,0
Tunisia,14,San Francisco Bay Area Stadium,10408.69,-9,83.254,1.0,0
Tunisia,15,Seattle Stadium,9513.36,-9,82.445,3.0,0
Tunisia,16,Toronto Stadium,7263.89,-6,53.345,85.0,0
Türkiye,1,Atlanta Stadium,12814.99,-11,104.043,290.0,0
Türkiye,2,BC Place Vancouver,11126.3,-13,121.123,11.0,0
Türkiye,3,Boston Stadium,11516.05,-10,93.516,83.0,0
Türkiye,4,Dallas Stadium,13161.74,-11,104.337,149.0,0
Türkiye,5,Guadalajara Stadium,14537.11,-12,115.014,1566.0,0
Türkiye,6,Houston Stadium,13488.18,-11,104.606,15.0,0
Türkiye,7,Kansas City Stadium,12444.98,-11,103.721,273.0,0
Türkiye,8,Los Angeles Stadium,12853.55,-13,122.999,247.0,0
Türkiye,9,Mexico City Stadium,14675.6,-12,115.128,2287.0,0
Türkiye,10,Miami Stadium,13504.41,-10,95.108,12.0,0
Türkiye,11,Monterrey Stadium,13972.86,-12,114.539,549.0,0
Türkiye,12,New York/New Jersey Stadium,11749.18,-10,93.716,9.0,0
Türkiye,13,Philadelphia Stadium,11877.37,-10,93.825,1.0,0
Türkiye,14,San Francisco Bay Area Stadium,12410.63,-13,122.543,1.0,0
Türkiye,15,Seattle Stadium,11322.46,-13,121.35,3.0,0
Türkiye,16,Toronto Stadium,11637.93,-10,93.621,85.0,0
USA,1,Atlanta Stadium,871.28,-1,6.771,290.0,0
USA,2,BC Place Vancouver,3790.47,-3,24.722,11.0,0
USA,3,Boston Stadium,602.73,0,0.0,83.0,0
USA,4,Dallas Stadium,1898.97,-1,7.55,149.0,0
USA,5,Guadalajara Stadium,3227.75,-2,16.16,1566.0,0
USA,6,Houston Stadium,1969.25,-1,7.586,15.0,0
USA,7,Kansas City Stadium,1505.92,-1,7.318,273.0,0
USA,8,Los Angeles Stadium,3681.19,-3,24.634,247.0,0
USA,9,Mexico City Stadium,3044.07,-2,16.043,2287.0,0
USA,10,Miami Stadium,1488.96,0,0.0,12.0,0
USA,11,Monterrey Stadium,2622.49,-2,15.745,549.0,0
USA,12,New York/New Jersey Stadium,329.92,0,0.0,9.0,0
USA,13,Philadelphia Stadium,195.82,0,0.0,1.0,0
USA,14,San Francisco Bay Area Stadium,3892.25,-3,24.801,1.0,0
USA,15,Seattle Stadium,3735.95,-3,24.678,3.0,0
USA,16,Toronto Stadium,561.89,0,0.0,85.0,0
Uruguay,1,Atlanta Stadium,8182.23,-2,18.02,290.0,0
Uruguay,2,BC Place Vancouver,11447.55,-4,37.382,11.0,0
Uruguay,3,Boston Stadium,8698.19,-1,9.071,83.0,0
Uruguay,4,Dallas Stadium,8634.74,-2,18.127,149.0,0
Uruguay,5,Guadalajara Stadium,7935.79,-3,26.938,1566.0,0
Uruguay,6,Houston Stadium,8276.09,-2,18.042,15.0,0
Uruguay,7,Kansas City Stadium,9117.43,-2,18.236,273.0,0
Uruguay,8,Los Angeles Stadium,10024.86,-4,36.852,247.0,0
Uruguay,9,Mexico City Stadium,7544.2,-3,26.786,2287.0,0
Uruguay,10,Miami Stadium,7206.13,-1,8.883,12.0,0
Uruguay,11,Monterrey Stadium,8185.49,-3,27.031,549.0,0
Uruguay,12,New York/New Jersey Stadium,8616.08,-1,9.062,9.0,0
Uruguay,13,Philadelphia Stadium,8548.13,-1,9.054,1.0,0
Uruguay,14,San Francisco Bay Area Stadium,10521.14,-4,37.045,1.0,0
Uruguay,15,Seattle Stadium,11283.36,-4,37.325,3.0,0
Uruguay,16,Toronto Stadium,9044.68,-1,9.11,85.0,0
Uzbekistan,1,Atlanta Stadium,11242.56,-11,102.603,290.0,0
Uzbekistan,2,BC Place Vancouver,9871.18,-13,119.567,11.0,0
Uzbekistan,3,Boston Stadium,9929.88,-10,92.034,83.0,0
Uzbekistan,4,Dallas Stadium,11653.89,-11,102.998,149.0,0
Uzbekistan,5,Guadalajara Stadium,13081.33,-12,113.748,1566.0,0
Uzbekistan,6,Houston Stadium,11965.75,-11,103.289,15.0,0
Uzbekistan,7,Kansas City Stadium,10929.93,-11,102.293,273.0,0
Uzbekistan,8,Los Angeles Stadium,11590.1,-13,121.654,247.0,0
Uzbekistan,9,Mexico City Stadium,13170.81,-12,113.83,2287.0,0
Uzbekistan,10,Miami Stadium,11918.0,-10,93.859,12.0,0
Uzbekistan,11,Monterrey Stadium,12487.59,-12,113.191,549.0,0
Uzbekistan,12,New York/New Jersey Stadium,10164.26,-10,92.267,9.0,0
Uzbekistan,13,Philadelphia Stadium,10292.98,-10,92.393,1.0,0
Uzbekistan,14,San Francisco Bay Area Stadium,11189.88,-13,121.197,1.0,0
Uzbekistan,15,Seattle Stadium,10065.33,-13,119.82,3.0,0
Uzbekistan,16,Toronto Stadium,10064.77,-10,92.169,85.0,0
